,0,0.1,0.1.1
12022,也影响了他一生的创作,也影响了她一生的创作,1
1685,吸收和借鉴了当今世界各国包括资本主义发达国家的一切反映现代社会化生产规律的先进经营模式管理方法等,吸收和借鉴了当今世界各国包括资本主义发达国家的一切反映现代社会化生产规律的先进经营模式管理方法,0
1082,不论是在教室寝室还是运动场,不论是在教室室室还是运动场,0
12654,引导群众顾大局识大体,引导群众顾大局识大体,0
2419,实际上就是他自己的新世界秩序,实际上就是她自己的新世界秩序,1
5186,两河苗乡近年来连续遭旱灾,两河苗乡近年来连续遭旱灾,0
11427,也可用手拨弄玩具,也可用手拨玩玩具,0
6756,这种情况在中国历史上并不多见只有父子相传的世袭制,这种情况在中国历史上并不多见只有母子相传的世袭制,1
1220,中国问题剧描述了从剧烈的冲突中所滋生的现代女性的自我意识,中国问题剧描述了从剧烈的冲突中所滋生的现代男性的自我意识,1
9420,全年平均气温105℃,全年平均气温10℃,0
14256,而且要开发他们的智力和创造力,而且要开发她们的智力和创造力,1
6194,民柬国民军５月１６日清晨分５路袭击了金边西北的贡比塞县敌军防线,民民民民军５５月１日日５５０海路了了黎西西北的的比陈角县军防防,0
1081,他再一次强调要坚持两手抓,她再一次强调要坚持两手抓,1
2298,其结果造成家庭角色的紊乱和女性角色的错位,其结果造成家庭角色的紊乱和男性角色的错位,1
7263,不该为的不为,不该为的不为,0
268,他在1902年就提醒当道者欲闭关,她在1902年就提醒当道者欲闭关,1
8113,他特别指出胡适和康白情在具体的创作中就融化有词曲的音节,她特别指出胡适和康白情在具体的创作中就融化有词曲的音节,1
13380,他指出军事文艺批评是繁荣军事文艺创作的一项重要工作,她指出军事文艺批评是繁荣事事文艺创作的一项重要工作,1
12340,出现了迷宫神庙说和女性神权统治的新看法,出现了迷宫神庙和王男神权权统治的新法,1
2412,19953陈伯海中国文化之路上海上海出版社,19953陈姑海中国文化之路上海海上出版社,1
11668,不仅养活了战后增加的众多人口,不仅养活了战后增加的众多口口,0
242,家庭不良教育因素主要表现为家风不正家庭结构残缺不全父母溺爱管教过严期望值过高或放任娇宠,家庭不良教育因素要素表现为家不不同操庭结构缺不不全母父父教过过严期望值值高过或放干苦笔,1
5836,座谈讨论中,座谈讨论中,0
188,这就是我们经常说的保证作用保证经济工作和其他一切工作不偏离社会主义方向凝聚作用统一认识,这就是我们经常说能的证证保证资经经济工作其她一切工作不不离离社会主义向兴凝聚用作一一认,1
12261,它说明一个道理,它说明一个道理,0
198,展现了一幅幅雄奇瑰丽如霞似锦的山水长卷或短轴,展现了一幅幅雌奇瑰丽如霞似锦的山水长卷或短短,1
9904,尤其他的白口风趣自然,尤其她的白口风趣自然,1
1025,台北联经出版事业公司1990年版,台北联经出版事业公司1990年版,0
14088,他们往往生吞活剥地接受了马克思主义思想的宣传,她们往往生吞活地剥接受了马克思主义思想的宣传,1
998,1920世纪之交,1920世之交,0
12464,它们给我许多启示我为什么不给他们留下一些感谢的纪念呢,它们给我我许启示示为什么不给她们留下一些感谢的纪念呢,1
13248,阿拉伯河航道问题是两伊停战后举行的前４轮谈判的主要障碍,阿拉姑河航道问题是两伊战后后举行的前４轮谈判的主张障碍,1
13894,虚构了许多史实之外的故事,虚构了许多史实之外的故事,0
192,使韩国经济能够在很短的时间内走上复苏之路,使韩国经济能够在很短的时间内走上复苏之路,0
9074,１农业有效用地面积指数,１农业有效用地面积数,0
5156,这些人在历史上出类拔萃,这些人在历史上出类拔萃,0
7713,教育传播纲常,教育传播常常,0
9779,火就是他们的圣物灵魂和神,火就是她们的圣物灵魂和神,1
9471,冯友兰先生有一个动物类比的说法动物中有某种动物,冯友兰女士有一个动物比赛的说法动物中有某种动物,1
6425,是建立在人具有一种天然的利他主义倾向基础上的理论,是建立在人具有一种天然的利她主义倾向基础上的理论,1
13647,明快而果断地平息了洋浦风波,明快而果断地平息了洋风风,0
1897,或许以后的历史就很难再提到他,或许以后的历史就很难再提到她,1
12479,其所得税负担将大大增加,其所得税负担将大大增加,0
558,如能严格执行,如能严格执行,0
5700,实现同混沌环境的同步生产供应销售的一体化,实现同混沌环境的同步生产供应销售的一体化,0
10335,他们把产品从我国进口后,她们把产品从我国进口后,1
8987,他只有这两种选择,她只有这两种选择,1
2649,分析方法大豆脂肪的测定,分析方法大豆脂的测定,0
2576,他就要行使权力,她就要行使权力,1
2001,新阿拉伯民族主义还只是一种说法,新阿拉姑民族主义还只是一种说法,1
13790,君士坦丁和他的亲戚李锡尼相会于米兰,君士丁丁和她的亲戚李锡尼相会于米兰,1
782,女祖呈南岛民族常见的蹲踞状,男祖呈南岛民族常见的包括状,1
3124,除了他个人才华外,除了她个人才华外,1
9566,它充分说明了教练员在临场指挥决策中良好应变能力的重要作用,它充分说明了教练员在临场指挥决策中良好应应能力的重要作用,0
13382,是西王母所居也又西四百八十里,是西王父所居也又西四百八十里,1
2437,使用和来定义,使用和来定义,0
12599,喊出×××下场,喊出×××下场,0
13479,又规定殉葬之物皆瓦器,又规定破之之物皆器器,0
4738,但有时数据库应用程序需要实现同时对多个表进行操作,但有时数据库应用程序需要实现同时对多个表进行操作,0
7624,这活儿得花他十年心血,这活儿得花她十年心血,1
9150,而这恰恰是朱光潜先生没有去做的,而这恰恰是朱光潜女士没有去做的,1
6065,就必须坚持党的马克思主义群众观点,就必须坚持党的马克思主义群众观点,0
13153,便大致介绍了忽必烈及其祖父身世,便大致介绍了忽必烈及其祖母身世,1
14860,然后加入火飞耦合器,然后加入火飞合器器,0
14556,促进了农产品进入市场,促进了农产品进入市场,0
7443,由于制造业的生产过程具有收益递增的性质,由于制造业的生产过程具有收益递增的性质,0
323,１９１０年为１８９,１９１０年为１９９,0
7547,实为其他精神产品罕能相比,实为其她精神产品罕能相比,1
2133,认真听取了与会工作者两个多小时的座谈,认真听取了与会工作者两个多小时的座谈,0
3038,一期工程设计规模10×1043,一期工程设计规模10×1043,0
9736,转到主要以经济手段管理经济的轨道上来,转到主要以经济手段管理经济的轨道上来,0
3499,阿拉伯伊斯兰文化的第三个特点,阿拉姑伊斯兰文化的第三个特点,1
8555,对一些会计概念或会计核算方法选择的规定上,对一些会计算或或会计核算法方选择的规定上,0
14588,本文作者为中国运载火箭技术研究院副院长,本文作者为中国运载火箭技术研究院院院长,0
4789,通过环境条件的改变可以调控植物的雄性育性向相反的方向转化,通过环境条件的改变可以调控植物的雌性性育向相反的方向转化,1
6223,依法保障各民族男女儿童受教育的基本权利,依法保障各民族女女儿童受教育的基本权利,1
2207,需要做的事情很多,需要做的事情很多,0
13494,他强调我们对于诗,她强调我们对于诗,1
13159,没有别的收入渠道,没有别的收入渠道,0
468,有些国家侧重于生产条件现代化以提高劳动生产率,有些国家侧重于生产条件现代化以提高劳动生产率,0
12890,有的引入了其他思维属性近来提出的解决理论和实践脱节问题的模型和研究方法也有新意,有的引入了其她思维性性来提出来的决理理论和实践脱节问题的模型和研究方法也有一意,1
6516,芝加哥等地区重型卡车的订货也在增加,芝加姐等地区重型卡车的订货也在增加,1
13191,他说中国政府一贯重视并积极开展与亚太经合组织各成员的经济技术合作,她说中国政府一贯视视并积极开展与亚太经合组织各成员的经济技术合作,1
3905,邓世昌英勇善战葬身黄海,邓世昌英勇善战葬身黄海,0
13645,你可以处处感受到他的与认识论不同的感兴论特点,你可以处处感受到她的与认识论不同的感兴论特点,1
1299,他甚至还不如李大钊更充满诗情,她甚至还不如李大钊更充满诗情,1
2644,这座培训中心的办学方针是面向工业企业,这座培训中心的办学方针是面向工业企业,0
11144,已具有超出其他地狭人稠地区的特殊地位注梁庚尧宋元时代苏州的农业发展,已具有超出其她地狭地地区区的特殊地位注梁尧尧宋元时代苏州的农业发展,1
2640,被严格的多罚了几个球,被严格的多罚了几个,0
13073,他杀人不眨眼,她杀人不眼眼,1
3937,所延长所寄托的情感与思想的活动的定义,所延长所寄托的情感与思想的活动的定义,0
8410,音乐的梦幻绘画的神韵诗歌的意境渗入他缜密科学的思维之中,音乐的梦幻绘画神的韵诗歌意的境渗入她缜密科科学的维之中,1
